GEOID10,Shape_Leng,Shape_Area,State,County,LIFEEXP,LIFEEXP_SE,NEG_LIFEEXP,LOWINCPCT,LESSHSPCT,LINGISOPCT,UNEMPPCT,P_NEG_LIFEEXP,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNEMPPCT,Perimeter_km,Area_ha,Perimeter,Area,Shape_Index,Index_1,Index_2,P_Index_1,P_Index_2,PCA_Index_V1,PCA_Index_V2
23001010600,48518.3146761,118860431.243,Maine,"Androscoggin County, ME",74.9,1.589,75.1,28.9371354504212,3.3629145259225,0.7757951900697999,2.680412371134,81.17450813934438,50.6730828286241,14.2203223583057,34.1399469481148,20.2434317261643,48.51831467608842,11886.043124266243,30.14787370859574,45.89224067214906,0.05049238533019715,22.1712515075095,40.09025840011065,0.3840310978061749,0.3382482164931564,-49.363066700276434,-87.09661833692797
23005001500,7714.14013638,3262298.86953,Maine,"Cumberland County, ME",78.4,1.8809,71.6,30.935050391937203,2.6090342679128,1.9891500904159,2.5133282559025,51.11999761702635,54.5592873416311,9.72806492917506,51.1841328271787,17.9183078379393,7.714140136383087,326.2298869534986,4.7933429706844946,1.259579855970122,0.0548212201658172,21.929312601233683,36.9019581105901,0.3674992180867701,0.2878036429709724,-48.964908677267736,-76.45671843934558
23005001300,7474.00198021,2390336.18025,Maine,"Cumberland County, ME",78.1,2.0222,71.9,23.3119906868451,3.8961038961039,5.7588805166846,2.507312996239,54.118076344518414,38.6865382720896,17.6469667011184,74.32187184194372,17.8299747120449,7.474001980214673,239.0336180252574,4.6441280844479715,0.922913387782854,0.04279101301294257,21.47485761917452,40.520685574343005,0.3391269380277914,0.34472692611292316,-46.68539529602472,-78.32099939696856
23005000200,5592.24968759,1382701.70574,Maine,"Cumberland County, ME",74.8,1.9452,75.2,35.343834037648804,10.2589154860771,1.0998307952623,1.238591916558,81.73078355152435,62.94621227932969,53.66006540615141,39.6152084444648,4.27345759299322,5.592249687587389,138.27017057430538,3.4748617806258633,0.5338637828782782,0.0442135504091916,24.628234447109243,48.445145454892696,0.5338009919127832,0.4684032587164708,-56.00567963992974,-109.64640717489011
23005000100,5884.526183769999,1695136.41568,Maine,"Cumberland County, ME",77.6,2.7697,72.4,19.3144974525243,2.5388601036268996,0,0,59.02551271167508,29.958004945377095,9.339491487741633,22.214977696134895,0.49982585923291,5.884526183773631,169.51364156847194,3.656473919337605,0.6544954241492342,0.04895326404309672,18.85067151123024,24.207562540032324,0.17181240039914808,0.10598275322818462,-41.183930323535925,-52.52819159995861
23005004401,37700.1523325,37142499.8266,Maine,"Cumberland County, ME",80.1,1.3831,69.9,11.6167913549459,4.0850587576945,1.2282497441146,2.1309569934134,33.87322580164723,12.9541384112315,18.8974806924347,41.5412264859738,12.8300908953161,37.70015233250403,3714.249982661305,23.425781355000364,14.340790483320806,0.02613273833542088,17.792211370033684,24.019232457320665,0.10832104612543378,0.10356999240427148,-37.981982716938305,-46.57956104631198
23005011500,99142.8928115,353182639.536,Maine,"Cumberland County, ME",81.3,1.9535,68.7,19.635076252723294,4.1538461538461,0,2.230397792596,22.30984614926351,30.612277729832705,19.3521435441602,22.214977696134895,14.105664011601,99.1428928115224,35318.2639535627,61.604518449188475,136.3644951085809,0.03593156841456173,18.94386403983308,21.718981826198466,0.1774570692402782,0.07577856217327197,-41.62964329551675,-47.72122962954013
23005014000,78939.443839,186296395.977,Maine,"Cumberland County, ME",80.9,2.8391,69.1,22.494939271255,6.0938034919548,0,3.9509536784741,25.99079576426433,36.9043844481335,31.5451772659477,22.214977696134895,39.6724150629102,78.93944383898415,18629.639597695874,49.050681157673424,71.92939610890365,0.02989622330186751,20.327939288336776,31.26555004747813,0.26495688307046156,0.20289531298869576,-45.087837746465,-69.88820700396411
23005004001,45061.319911,53289881.9272,Maine,"Cumberland County, ME",78.9,2.4254,71.1,11.4928169893816,3.2015065913371,1.2455516014235,0.9244154431756,46.100114680607064,12.682858551864,13.2143868046632,41.8118935708068,2.58636125707458,45.061319910991834,5328.988192721733,27.999797414412907,20.57532570954084,0.02624441766064577,17.592858125063557,23.27912297300313,0.0966444752245208,0.09429128874193884,-37.44500482006906,-44.59346724654458
23005002502,58826.6933358,129187775.965,Maine,"Cumberland County, ME",84.7,1.6135,65.3,7.4466845356019,0.8946657663741,0.9433962264151,1.9509125235997,4.62296888730024,5.05148492006685,1.89750664846651,37.136786354622,10.7102806207993,58.82669333583883,12918.77759650387,36.55320126478351,49.87964829425289,0.03733125129557699,15.30713181039816,11.88380548625098,0.01005317009963808,0.00801274890904487,-32.01290992201179,-18.487726981018152
23005002501,29062.5537585,51194557.4987,Maine,"Cumberland County, ME",81.7,1.1042,68.3,10.9106529209622,2.9588014981273,0.4524886877828,3.9347948285554,18.91634273118568,11.4762243998881,11.8123891560223,26.5697873582736,39.4257361194937,29.06255375846875,5119.455749869783,18.058628091453485,19.766316925418785,0.06061166948674097,17.31134758708554,21.64009595297268,0.08154237969706447,0.07492962780930254,-36.87770902014542,-43.14618444488636
23005002101,14603.7095647,9758401.40583,Maine,"Cumberland County, ME",81.4,1.6306,68.6,13.0457290767903,0.9806210600047,0,3.8461538461538,21.402826802496165,15.9453692540018,2.15025693758177,22.214977696134895,38.1329867196027,14.60370956469784,975.8401405825674,9.07432161592586,3.767737515416726,0.04575644806833884,17.294500796589755,19.969283481963465,0.08067855174776224,0.05820413148057132,-36.98105313841205,-40.06741834358065
23005004402,42111.468183,76926973.5611,Maine,"Cumberland County, ME",84,1.8361,66,9.4307561597281,3.0684500393391,0,1.6772700983227002,6.749772872823674,8.62628381676295,12.4694678990926,22.214977696134895,7.78542667408524,42.111468183038234,7692.697356106489,26.16684509636265,29.70165216409961,0.04337883466110961,16.03529525947798,11.569185791779873,0.02789568532832909,0.00692551717975068,-34.11385278146111,-22.491729095215504
23005004200,115373.470717,227824460.53,Maine,"Cumberland County, ME",82.2,1.2702,67.8,8.2424098671727,3.2123632575100003,0.9003215434084,4.7608971646212,15.254010097850855,6.30976620968665,13.2719918789875,36.4486716483997,51.3666936041539,115.3734707166094,22782.446053032676,71.6897288726503,87.96346155193439,0.01711545447405434,16.98319836654246,24.530226687815723,0.0656509241469699,0.11000402126803986,-35.81278312122485,-46.60589848699645
23005002400,63133.9891035,170239738.461,Maine,"Cumberland County, ME",86,3.9902,64,14.4427001569858,1.6559337626495,0,3.2208588957055,2.1915910817211026,19.124050875505105,4.72138419292054,22.214977696134895,28.4077728687593,63.13398910350357,17023.97384607686,39.22962994323312,65.72988981888453,0.04271048287300418,16.66389856306816,15.331955343008186,0.05127861430082064,0.02283186631517805,-35.98639554650615,-30.711019995425374
23005013000,73484.3938916,181698515.059,Maine,"Cumberland County, ME",77,1.7343,73,34.566929133858196,11.390227116311,0,3.2592592592592,64.83475567073262,61.4856785049077,58.5374129126203,22.214977696134895,29.0083486170785,73.48439389163184,18169.8515058834,45.66107131683717,70.15414546013496,0.03364814642174382,24.443283101885676,47.2162346802948,0.5234946308624875,0.4498011706358072,-55.778539589259154,-110.4166732770805
23005003702,47614.9974165,73108307.0491,Maine,"Cumberland County, ME",82.3,3.3779,67.7,8.6785784409974,0.4158580537843,0,1.3544018058691,14.572628568875384,7.14345114654414,0.765583735941954,22.214977696134895,5.12402980337785,47.61499741647726,7310.830704912702,29.58657855967389,28.22725769337159,0.03224624853661408,15.62976766013016,9.964134190174844,0.01650209254873926,0.00293403631056104,-32.87909047757239,-17.78940868440376
23005003701,23840.9229981,31127905.9267,Maine,"Cumberland County, ME",89.7,3.2636,60.3,5.1171688187469995,0.4832474226804,0.7155635062612,0,0.12361675826221644,1.91169253137166,0.891651578643475,32.9059126285582,0.49982585923291,23.840922998122725,3112.790592673142,14.814058164266516,12.01854423271546,0.05476508615183535,13.323195949537723,7.26653987121369,8.936151199678298e-5,4.4680755998391494e-4,-27.617108793896264,-9.074598266261669
